Source identifier ,Plume latitude (deg),Plume longitude (deg),Candidate identifier,Date of detection,Time of detection (UTC),Source type (best estimate),Sectors (IPCC),Qplume (kg/hr): Plume emissions,Sigma Qplume (kg/hr): Uncertainty for plume emissions
S00713,35.165888,-119.099814,ang20170926t220655-A,9/26/17,22:06,dairy/manure,3A2 Manure Management,66,9
S00714,35.32091729,-119.5209141,ang20170926t192001-A,9/26/17,19:20,oil/gas tank,1B2 Oil & Natural Gas,218,90
S00714,35.32091729,-119.5209141,ang20170926t222732-A,9/26/17,22:27,oil/gas tank,1B2 Oil & Natural Gas,839,190
S00714,35.32091729,-119.5209141,ang20171010t212212-A,10/10/17,21:22,oil/gas tank,1B2 Oil & Natural Gas,165,20
S00716,35.314155,-119.576182,ang20170926t192820-B,9/26/17,19:28,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,590,133
S00717,35.271591,-119.409,ang20170926t193631-B,9/26/17,19:36,oil/gas gathering line,1B2 Oil & Natural Gas,123,83
S00718,35.249177,-119.117118,ang20170926t214243-A,9/26/17,21:42,dairy/manure - digester,3A2 Manure Management,339,141
S00719,35.2142872,-119.2034328,ang20170615t234922-D,6/15/17,23:49,dairy/manure - digester,3A2 Manure Management,116,32
S00719,35.2142872,-119.2034328,ang20170616t200614-C,6/16/17,20:06,dairy/manure - digester,3A2 Manure Management,445,48
S00719,35.2142872,-119.2034328,ang20170926t182523-B,9/26/17,18:25,dairy/manure - digester,3A2 Manure Management,47,13
S00719,35.2142872,-119.2034328,ang20170926t221306-A,9/26/17,22:13,dairy/manure - digester,3A2 Manure Management,60,23
S00720,35.202974,-119.1979,ang20170616t200614-B,6/16/17,20:06,dairy/manure - digester,3A2 Manure Management,362,118
S00720,35.202974,-119.1979,ang20170926t182523-A,9/26/17,18:25,dairy/manure - digester,3A2 Manure Management,198,75
S00720,35.202974,-119.1979,ang20170926t221306-B,9/26/17,22:13,dairy/manure - digester,3A2 Manure Management,491,226
S00721,35.27436946,-119.3772855,ang20170926t223532-A,9/26/17,22:35,oil/gas pumpjack,1B2 Oil & Natural Gas,392,235
S00722,35.29557561,-119.5921516,ang20170926t223532-B,9/26/17,22:43,oil/gas pumpjack,1B2 Oil & Natural Gas,515,157
S00723,35.296595,-119.537483,ang20170926t223532-C,9/26/17,22:43,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,433,31
S00724,38.776921,-121.882244,ang20171003t190338-A,10/3/17,19:03,compost,4A1 Managed Waste Disposal Sites,795,187
S00725,37.860812,-120.963402,ang20170618t173515-A,6/18/17,17:35,dairy/manure,3A2 Manure Management,152,37
S00725,37.860812,-120.963402,ang20171003t202537-A,10/3/17,20:25,dairy/manure,3A2 Manure Management,108,61
S00726,37.867372,-121.038136,ang20171003t202537-B,10/3/17,20:25,dairy/manure,3A2 Manure Management,192,45
S00727,37.87273346,-121.0572481,ang20171003t202537-C,10/3/17,20:25,dairy/manure,3A2 Manure Management,127,72
S00728,37.808767,-121.029984,ang20171003t204400-A,10/3/17,20:44,dairy/manure,3A2 Manure Management,204,35
S00729,37.825304,-121.074386,ang20171003t204400-B,10/3/17,20:44,dairy/manure,3A2 Manure Management,494,150
S00730,37.877816,-121.18673,ang20170930t214843-D,9/30/17,21:48,landfill,4A1 Managed Waste Disposal Sites,2595,1184
S00730,37.877816,-121.18673,ang20171003t222158-A,10/3/17,22:21,landfill,4A1 Managed Waste Disposal Sites,1377,409
S00731,37.75435596,-121.6572006,ang20171006t184157-N,10/6/17,18:41,landfill,4A1 Managed Waste Disposal Sites,92,36
S00731,37.75435596,-121.6572006,ang20171006t185859-D,10/6/17,18:58,landfill,4A1 Managed Waste Disposal Sites,303,222
S00731,37.75435596,-121.6572006,ang20171006t190448-J,10/6/17,19:04,landfill,4A1 Managed Waste Disposal Sites,48,23
S00732,38.03564812,-122.2544143,ang20171005t181235-A,10/5/17,18:12,refinery,1A1 Energy Industries,70,33
S00733,37.42436765,-121.932121,ang20171005t191421-A,10/5/17,19:14,powerplant,1A1 Energy Industries,50,31
S00733,37.42436765,-121.932121,ang20171005t194644-A,10/5/17,19:46,powerplant,1A1 Energy Industries,194,49
S00733,37.42436765,-121.932121,ang20171005t195334-A,10/5/17,19:53,powerplant,1A1 Energy Industries,86,38
S00734,37.42963016,-121.9485003,ang20171005t194644-B,10/5/17,19:46,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,183,55
S00736,38.529477,-121.374165,ang20171005t211041-A,10/5/17,21:10,landfill,4A1 Managed Waste Disposal Sites,54,22
S00737,38.518254,-121.185053,ang20171005t211722-A,10/5/17,21:17,landfill,4A1 Managed Waste Disposal Sites,731,184
S00737,38.518254,-121.185053,ang20171005t212155-B,10/5/17,21:21,landfill,4A1 Managed Waste Disposal Sites,275,212
S00738,34.568512,-118.153581,ang20171012t174516-A,10/12/17,17:45,landfill,4A1 Managed Waste Disposal Sites,128,33
S00739,34.55665073,-117.4501303,ang20171012t205425-A,10/12/17,20:54,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,,
S00740,34.71394111,-114.4933822,ang20171012t195433-A,10/12/17,19:54,gas compressor,1B2 Oil & Natural Gas,41,19
S00741,34.306402,-116.821573,ang20171012t204106-A,10/12/17,20:41,landfill,4A1 Managed Waste Disposal Sites,139,67
S00742,35.254551,-119.285793,ang20171013t184728-A,10/13/17,18:47,gas processing plant,1B2 Oil & Natural Gas,96,14
S00743,35.414007,-119.20129,ang20171013t194607-A,10/13/17,19:46,dairy/manure,3A2 Manure Management,150,53
S00744,35.317453,-119.671091,ang20171013t205013-A,10/13/17,20:50,oil/gas pumpjack,1B2 Oil & Natural Gas,192,71
S00745,35.318845,-119.666378,ang20171013t205013-E,10/13/17,20:50,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,108,28
S00746,35.318704,-119.660063,ang20171013t205013-D,10/13/17,20:50,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,165,42
S00747,35.306741,-119.70933,ang20171013t205447-A,10/13/17,20:54,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,208,102
S00748,35.300923,-119.690396,ang20171013t214536-A,10/13/17,21:45,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,65,24
S00749,34.444897,-118.587369,ang20171016t191057-C,10/16/17,19:10,gas storage facility,1B2 Oil & Natural Gas,140,38
S00749,34.444897,-118.587369,ang20171016t191530-B,10/16/17,19:15,gas storage facility,1B2 Oil & Natural Gas,135,30
S00749,34.444897,-118.587369,ang20171016t192001-C,10/16/17,19:20,gas storage facility,1B2 Oil & Natural Gas,123,32
S00749,34.444897,-118.587369,ang20171016t192429-B,10/16/17,19:24,gas storage facility,1B2 Oil & Natural Gas,303,69
S00750,34.086658,-117.22064,ang20170830t183447-A,8/30/17,18:34,landfill,4A1 Managed Waste Disposal Sites,86,24
S00751,35.48990762,-119.0308779,ang20170902t192638-A,9/2/17,19:26,oil/gas gathering line,1B2 Oil & Natural Gas,184,70
S00753,35.39841305,-119.1764741,ang20170902t175708-A,9/2/17,17:57,oil/gas tank,1B2 Oil & Natural Gas,,
S00753,35.39841305,-119.1764741,ang20170908t193821-A,9/8/17,19:38,oil/gas tank,1B2 Oil & Natural Gas,187,47
S00754,35.49191861,-118.8970857,ang20170902t200544-A,9/2/17,20:05,oil/gas tank,1B2 Oil & Natural Gas,335,54
S00755,35.6031462,-119.7053067,ang20170902t204221-A,9/2/17,20:42,oil/gas tank,1B2 Oil & Natural Gas,234,50
S00755,35.6031462,-119.7053067,ang20170905t203159-A,9/5/17,20:31,oil/gas tank,1B2 Oil & Natural Gas,439,118
S00760,34.445862,-118.586756,ang20171108t182106-B,11/8/17,18:21,gas storage facility,1B2 Oil & Natural Gas,,
S00760,34.445862,-118.586756,ang20171108t182515-B,11/8/17,18:25,gas storage facility,1B2 Oil & Natural Gas,123,37
S00761,34.324215,-118.509769,ang20170828t210241-B,8/28/17,21:02,landfill,4A1 Managed Waste Disposal Sites,71,23
S00762,34.326716,-118.517695,ang20170828t210241-A,8/28/17,21:02,landfill,4A1 Managed Waste Disposal Sites,604,199
S00762,34.326716,-118.517695,ang20170918t213632-A,9/18/17,21:36,landfill,4A1 Managed Waste Disposal Sites,451,127
S00762,34.326716,-118.517695,ang20171016t175805-A,10/16/17,17:58,landfill,4A1 Managed Waste Disposal Sites,63,20
S00764,34.326885,-118.518891,ang20170828t205733-A,8/28/17,20:57,landfill,4A1 Managed Waste Disposal Sites,674,266
S00766,34.328168,-118.520114,ang20171010t190508-A,10/10/17,19:05,landfill,4A1 Managed Waste Disposal Sites,95,67
S00766,34.328168,-118.520114,ang20171016t190200-A,10/16/17,19:02,landfill,4A1 Managed Waste Disposal Sites,271,90
S00766,34.328168,-118.520114,ang20171016t195222-A,10/16/17,19:52,landfill,4A1 Managed Waste Disposal Sites,230,97
