New source,Source Latitude (deg),Source Longitude (deg),Plume Latitude (deg),Plume Longitude (deg),Candidate ID,Line name,Date of detection,Time of detection (UTC),Vista ID,Source type (best estimate),Sectors (IPCC),IME/L (kg/m),sIME (kg/m),u10 (m/s),su10 (m/s),Qplume (kg/hr)*,sQplume (kg/hr)*,Nearest facility
SLF001,37.75567,-121.65272,37.75567,-121.65272,ang20171006t184157-I,ang20171006t184157,10/6/17,18:41:57,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.006,0.001,2.95,0.46,69,18,Altamont Landfill & Resource Recovery
SLF001,37.75567,-121.65272,37.75567,-121.65272,ang20171006t185859-I,ang20171006t185859,10/6/17,18:58:59,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.013,0.006,2.95,0.46,138,72,Altamont Landfill & Resource Recovery
SLF001,37.75567,-121.65272,37.75567,-121.65272,ang20171006t190448-F,ang20171006t190448,10/6/17,19:04:48,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.007,0.003,3.07,0.43,73,33,Altamont Landfill & Resource Recovery
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171016t191057-D,ang20171016t191057,10/16/17,19:10:57,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.008,0.002,3.14,0.58,90,28,Valencia Water Reclamation Plant
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171016t192001-D,ang20171016t192001,10/16/17,19:20:01,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.006,0.004,3.14,0.58,70,43,Valencia Water Reclamation Plant
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171026t191727-B,ang20171026t191727,10/26/17,19:17:27,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.005,0.001,0.64,0.26,11,5,Valencia Water Reclamation Plant
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171026t193733-A,ang20171026t193733,10/26/17,19:37:33,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.017,0.004,0.64,0.26,,,Valencia Water Reclamation Plant
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171026t194512-A,ang20171026t194512,10/26/17,19:45:12,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.012,0.004,0.64,0.26,,,Valencia Water Reclamation Plant
S00929,34.429025,-118.589925,34.429025,-118.589925,ang20171108t182106-C,ang20171108t182106,11/8/17,18:21:06,WWT000060,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.02,0.005,1.21,0.3,86,32,Valencia Water Reclamation Plant
S00930,34.298472,-119.299644,34.298472,-119.299644,ang20171016t210259-A,ang20171016t210259,10/16/17,21:02:59,NA,oil/gas compressor,1B2 Oil & Natural Gas,0.02,0.004,4.68,0.74,344,81,Mcfarlane Natural Gas Compressor Station
S00932,35.012202,-118.962377,35.012202,-118.962377,ang20170905t221016-A,ang20170905t221016,9/5/17,22:10:16,FLD000454,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.042,0.005,7.46,0.27,1133,133,North Tejon Oil & Gas Field
S00934,33.80501,-118.272387,33.80501,-118.272387,ang20171024t205748-B,ang20171024t205748,10/24/17,20:57:48,FLD000507,oil/gas pumpjack,1B2 Oil & Natural Gas,0.081,0.019,3.48,0.36,1009,254,Wilmington Oil & Gas Field
S00935,33.774727,-118.290496,33.774727,-118.290496,ang20171024t183630-B,ang20171024t183630,10/24/17,18:36:30,REF000013,refinery,1A1 Energy Industries,0.083,0.02,2.62,0.36,783,214,Phillips 66 Refinery-Wilmington
S00936,33.804214,-118.243943,33.804214,-118.243943,ang20170901t203520-A,ang20170901t203520,9/1/17,20:35:20,REF000012,refinery,1A1 Energy Industries,0.011,0.004,1.66,0.62,67,37,Phillips 66 Refinery-Carson
S00936,33.804214,-118.243943,33.804214,-118.243943,ang20170901t220350-D,ang20170901t220350,9/1/17,22:03:50,REF000012,refinery,1A1 Energy Industries,0.015,0.004,3.33,0.31,185,55,Phillips 66 Refinery-Carson
S00936,33.804214,-118.243943,33.804214,-118.243943,ang20170922t224720-C,ang20170922t224720,9/22/17,22:47:20,REF000012,refinery,1A1 Energy Industries,0.036,0.021,3.12,0.31,406,239,Phillips 66 Refinery-Carson
S00938,33.805126,-118.245934,33.805126,-118.245934,ang20170911t194546-D,ang20170911t194546,9/11/17,19:45:46,REF000012,refinery,1A1 Energy Industries,0.014,0.004,1.18,0.2,60,20,Phillips 66 Refinery-Carson
S00939,33.783465,-118.234373,33.783465,-118.234373,ang20170918t230442-A,ang20170918t230442,9/18/17,23:04:42,REF000020,refinery,1A1 Energy Industries,0.026,0.007,2.43,0.59,226,83,Valero Refinery
S00940,33.776328,-118.22919,33.776328,-118.22919,ang20170309t222247-A,ang20170309t222247,3/9/17,22:22:47,REF000025,refinery,1A1 Energy Industries,0.029,0.007,1.68,0.76,173,90,Valero Refinery
S00940,33.776328,-118.22919,33.776328,-118.22919,ang20171023t205826-A,ang20171023t205826,10/23/17,20:58:26,REF000025,refinery,1A1 Energy Industries,0.012,0.004,1.24,0.53,51,28,Valero Refinery
S00941,33.804504,-118.244504,33.804504,-118.244504,ang20171023t205826-C,ang20171023t205826,10/23/17,20:58:26,REF000012,refinery,1A1 Energy Industries,0.051,0.023,1.24,0.53,228,142,Phillips 66 Refinery-Carson
S00941,33.804504,-118.244504,33.804504,-118.244504,ang20171023t213857-A,ang20171023t213857,10/23/17,21:38:57,REF000012,refinery,1A1 Energy Industries,0.052,0.014,0.72,0.41,,,Phillips 66 Refinery-Carson
S00941,33.804504,-118.244504,33.804504,-118.244504,ang20171024t190959-B,ang20171024t190959,10/24/17,19:09:59,REF000012,refinery,1A1 Energy Industries,0.034,0.011,3.5,0.19,422,146,Phillips 66 Refinery-Carson
S00943,33.803642,-118.284674,33.803642,-118.284674,ang20170901t205911-A,ang20170901t205911,9/1/17,20:59:11,WWT000059,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.038,0.02,3.54,0.34,480,264,LA County Joint WPCP
S00943,33.803642,-118.284674,33.803642,-118.284674,ang20171024t204657-A,ang20171024t204657,10/24/17,20:46:57,WWT000059,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.041,0.009,2.44,0.9,358,154,LA County Joint WPCP
S00943,33.803642,-118.284674,33.803642,-118.284674,ang20171024t215215-A,ang20171024t215215,10/24/17,21:52:15,WWT000059,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.018,0.005,2.22,0.54,148,56,LA County Joint WPCP
S00944,33.80225,-118.279252,33.80225,-118.279252,ang20171024t215215-B,ang20171024t215215,10/24/17,21:52:15,WWT000059,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.005,0.003,2.22,0.54,39,24,LA County Joint WPCP
S00945,37.952676,-122.397325,37.952676,-122.397325,ang20171005t174154-C,ang20171005t174154,10/5/17,17:41:54,REF000004,refinery,1A1 Energy Industries,0.023,0.002,0.9,0.4,,,Chevron Refinery - Richmond
S00947,37.919101,-122.366709,37.919101,-122.366709,ang20171005t180614-B,ang20171005t180614,10/5/17,18:06:14,NA,gas LNG station,1B2 Oil & Natural Gas,0.014,0.003,1.05,0.31,51,19,TBD LNG terminal
S00949,35.478814,-119.754111,35.478814,-119.754111,ang20170902t212540-B,ang20170902t212540,9/2/17,21:25:40,NPP000003,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.038,0.017,4.22,0.21,575,264,Belridge Gas Plant
S00951,35.306719,-119.710038,35.306719,-119.710038,ang20171013t214049-B,ang20171013t214049,10/13/17,21:40:49,FLD000023,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.012,0.001,3.31,1.05,145,48,Belgian Anticline Oil & Gas Field
S00953,35.437692,-119.008937,35.437692,-119.008937,ang20170309t195546-C,ang20170309t195546,3/9/17,19:55:46,FLD000208,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.016,0.004,2.19,0.09,125,33,Kern River Oil & Gas Field
S00954,35.442622,-119.000566,35.442622,-119.000566,ang20170309t195546-D,ang20170309t195546,3/9/17,19:55:46,FLD000208,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.012,0.003,2.19,0.09,,,Kern River Oil & Gas Field
S00955,36.103687,-119.451897,36.103687,-119.451897,ang20170309t201212-A,ang20170309t201212,3/9/17,20:12:12,DAF000337,dairy/manure,3A2 Manure Management,0.025,0.001,0.86,0.14,,,Friesian Farms Dairy
S00957,36.148927,-119.277947,36.148927,-119.277947,ang20170309t202411-H,ang20170309t202411,3/9/17,20:24:11,DAF000171,dairy/manure,3A2 Manure Management,0.024,0.009,1.28,0.21,112,47,Cream Top Dairy
S00958,36.225585,-119.164414,36.225585,-119.164414,ang20170309t202411-J,ang20170309t202411,3/9/17,20:24:11,DAF000395,dairy/manure,3A2 Manure Management,0.036,0.014,1.28,0.21,165,69,Hilarides Dairy
S00959,36.228564,-119.165915,36.228564,-119.165915,ang20170309t202411-K,ang20170309t202411,3/9/17,20:24:11,DAF000395,dairy/manure,3A2 Manure Management,0.023,0.006,1.28,0.21,104,32,Hilarides Dairy
S00960,36.231254,-119.164158,36.231254,-119.164158,ang20170309t202411-L,ang20170309t202411,3/9/17,20:24:11,DAF000395,dairy/manure,3A2 Manure Management,0.048,0.018,1.28,0.21,220,90,Hilarides Dairy
S00962,33.818714,-118.236133,33.818714,-118.236133,ang20170309t221021-E,ang20170309t221021,3/9/17,22:10:21,REF000021,refinery,1A1 Energy Industries,0.03,0.018,2.41,0.09,257,152,Tesoro - Carson
SLF025,34.40608,-118.99181,34.40608,-118.99181,ang20171016t202039-A,ang20171016t202039,10/16/17,20:20:39,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.061,0.024,2.39,1.26,522,345,Toland Road Landfill
SLF025,34.4051,-118.99399,34.4051,-118.99399,ang20160930t211208-B,ang20160930t211208,9/30/16,21:12:08,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.028,0.015,6.46,0.65,660,346,Toland Road Landfill
SLF025,34.40586,-118.99502,34.40586,-118.99502,ang20171016t204547-D,ang20171016t204547,10/16/17,20:45:47,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.164,0.068,2.44,1.2,1446,927,Toland Road Landfill
S00967,35.201844,-119.053776,35.201844,-119.053776,ang20170615t220302-B,ang20170615t220302,6/15/17,22:03:02,DAF000422,dairy/manure,3A2 Manure Management,0.004,0,3.26,0.27,47,6,Bear Mountain Dairy
S00968,35.201378,-119.049871,35.201378,-119.049871,ang20170615t220302-C,ang20170615t220302,6/15/17,22:03:02,DAF000422,dairy/manure,3A2 Manure Management,0.006,0.001,3.26,0.27,74,13,Bear Mountain Dairy
S00969,35.28243464,-119.4735025,35.28243464,-119.4735025,ang20170615t230609-A,ang20170615t230609,6/15/17,23:06:09,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.01,0.001,4.81,0.49,166,22,Elk Hills Oil & Gas Field
S00969,35.28243464,-119.4735025,35.28243464,-119.4735025,ang20170615t233419-C,ang20170615t233419,6/15/17,23:34:19,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.009,0.001,4.97,0.47,164,22,Elk Hills Oil & Gas Field
S00969,35.28243464,-119.4735025,35.28243464,-119.4735025,ang20170620t164237-E,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.007,0.002,1.18,0.81,29,21,Elk Hills Oil & Gas Field
S00969,35.28243464,-119.4735025,35.28243464,-119.4735025,ang20170620t164926-C,ang20170620t164926,6/20/17,16:49:26,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.031,0.006,1.18,0.81,132,94,Elk Hills Oil & Gas Field
S00969,35.28243464,-119.4735025,35.28243464,-119.4735025,ang20170620t165600-B,ang20170620t165600,6/20/17,16:56:00,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.01,0.005,1.18,0.81,44,37,Elk Hills Oil & Gas Field
S00970,35.288074,-119.421941,35.288074,-119.421941,ang20170615t232626-A,ang20170615t232626,6/15/17,23:26:26,FLD000140,oil/gas pumpjack,1B2 Oil & Natural Gas,0.01,0.004,4.48,0.97,161,78,Elk Hills Oil & Gas Field
S00972,35.284924,-119.484107,35.284924,-119.484107,ang20170615t233419-D,ang20170615t233419,6/15/17,23:34:19,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.008,0,4.97,0.47,143,14,Elk Hills Oil & Gas Field
S00973,35.296736,-119.53744,35.296736,-119.53744,ang20170615t233419-E,ang20170615t233419,6/15/17,23:34:19,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.012,0.004,4.97,0.47,216,67,Elk Hills Oil & Gas Field
S00973,35.296736,-119.53744,35.296736,-119.53744,ang20170620t164237-M,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.023,0.004,1.18,0.81,97,68,Elk Hills Oil & Gas Field
S00974,35.264659,-119.412672,35.264659,-119.412672,ang20170615t234140-B,ang20170615t234140,6/15/17,23:41:40,FLD000140,oil/gas gathering line,1B2 Oil & Natural Gas,0.011,0.008,4.81,0.49,195,148,Elk Hills Oil & Gas Field
S00975,35.278327,-119.48289,35.278327,-119.48289,ang20170615t234140-E,ang20170615t234140,6/15/17,23:41:40,FLD000140,gas processing plant,1B2 Oil & Natural Gas,0.01,0.002,4.81,0.49,180,44,Elk Hills Oil & Gas Field
S00976,35.187228,-119.111858,35.187228,-119.111858,ang20170615t234922-B,ang20170615t234922,6/15/17,23:49:22,DAF000891,dairy/manure,3A2 Manure Management,0.005,0.001,3.39,0.67,65,20,Western Sky Dairy
S00976,35.187228,-119.111858,35.187228,-119.111858,ang20170926t220057-A,ang20170926t220057,9/26/17,22:00:57,DAF000891,dairy/manure,3A2 Manure Management,0.012,0.006,2.33,0.2,99,51,Western Sky Dairy
S00977,35.207285,-119.171533,35.207285,-119.171533,ang20170615t234922-C,ang20170615t234922,6/15/17,23:49:22,DAF000589,dairy/manure,3A2 Manure Management,0.009,0.004,3.39,0.67,112,54,Maple Dairy - AJ Bos Operator
S00978,33.926373,-118.430251,33.926373,-118.430251,ang20170616t183155-A,ang20170616t183155,6/16/17,18:31:55,WWT000068,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.007,0.002,1.11,0.66,27,18,Hyperion Wastewater Treatment Facility
S00979,35.201312,-119.052763,35.201312,-119.052763,ang20170616t194729-B,ang20170616t194729,6/16/17,19:47:29,DAF000422,dairy/manure,3A2 Manure Management,0.012,0.002,2.71,0.33,117,28,Bear Mountain Dairy
S00979,35.201312,-119.052763,35.201312,-119.052763,ang20170620t161814-A,ang20170620t161814,6/20/17,16:18:14,DAF000422,dairy/manure,3A2 Manure Management,0.018,0.007,0.79,0.35,,,Bear Mountain Dairy
S00980,35.202688,-119.172569,35.202688,-119.172569,ang20170616t200614-A,ang20170616t200614,6/16/17,20:06:14,DAF000589,dairy/manure,3A2 Manure Management,0.006,0.004,4.92,0.52,109,72,Maple Dairy - AJ Bos Operator
S00981,35.477911,-119.447917,35.477911,-119.447917,ang20170616t201635-C,ang20170616t201635,6/16/17,20:16:35,DAF000604,dairy/manure,3A2 Manure Management,0.005,0,4.26,0.26,78,8,Maya Dairy
S00982,35.935245,-119.398842,35.935245,-119.398842,ang20170616t203426-A,ang20170616t203426,6/16/17,20:34:26,DAF000729,dairy/manure,3A2 Manure Management,0.069,0.02,3.16,0.19,,,C & A Holsteins (Dairy)
S00983,35.94627,-119.398027,35.94627,-119.398027,ang20170616t203426-B,ang20170616t203426,6/16/17,20:34:26,DAF000531,dairy/manure,3A2 Manure Management,0.023,0.007,3.16,0.19,267,84,4K Dairy Farm Partnership
S00984,36.029264,-119.335803,36.029264,-119.335803,ang20170920t194154-B,ang20170920t194154,9/20/17,19:41:54,DAF000499,dairy/manure,3A2 Manure Management,0.014,0.004,2.44,0.26,121,38,Jr Dairy
S00986,35.957335,-119.372851,35.957335,-119.372851,ang20170616t203426-C,ang20170616t203426,6/16/17,20:34:26,DAF000531,dairy/manure,3A2 Manure Management,0.054,0.035,3.16,0.19,618,397,K & M Visser Dairy
S00987,35.972842,-119.361096,35.972842,-119.361096,ang20170616t203426-D,ang20170616t203426,6/16/17,20:34:26,DAF000735,dairy/manure,3A2 Manure Management,0.01,0.002,3.16,0.19,112,20,Robert Vander Eyk Dairy
S00988,36.058594,-119.3797,36.058594,-119.3797,ang20170616t204313-C,ang20170616t204313,6/16/17,20:43:13,DAF000516,dairy/manure,3A2 Manure Management,0.014,0.004,3.13,0.05,156,44,Kroes Dairy
S00989,36.072266,-119.364098,36.072266,-119.364098,ang20170616t204313-D,ang20170616t204313,6/16/17,20:43:13,DAF000883,dairy/manure,3A2 Manure Management,0.025,0.007,3.13,0.05,276,81,VP Farms Dairy
S00990,36.081472,-119.337219,36.081472,-119.337219,ang20170616t204313-F,ang20170616t204313,6/16/17,20:43:13,DAF000260,dairy/manure,3A2 Manure Management,0.006,0.004,3.13,0.05,68,41,El Monte Dairy
S00993,36.184025,-119.219433,36.184025,-119.219433,ang20170616t204313-K,ang20170616t204313,6/16/17,20:43:13,DAF000716,dairy/manure,3A2 Manure Management,0.004,0.001,3.13,0.05,42,13,Rancho Teresita Dairy
S00994,36.061093,-119.402064,36.061093,-119.402064,ang20170616t205457-B,ang20170616t205457,6/16/17,20:54:57,DAF000894,dairy/manure,3A2 Manure Management,0.178,0.063,3.08,0.17,1971,707,F M Ranch #5
S00996,36.047806,-119.45597,36.047806,-119.45597,ang20170616t210522-B,ang20170616t210522,6/16/17,21:05:22,DAF000121,dairy/manure,3A2 Manure Management,0.019,0.001,3.19,0.23,222,23,Bosman Dairy
S00997,36.159362,-119.28295,36.159362,-119.28295,ang20170616t210522-H,ang20170616t210522,6/16/17,21:05:22,DAF000171,dairy/manure,3A2 Manure Management,0.011,0.002,3.19,0.23,126,26,Riverbend Dairy
S00998,36.207229,-119.759032,36.207229,-119.759032,ang20170616t213844-A,ang20170616t213844,6/16/17,21:38:44,NA,dairy/manure,3A2 Manure Management,0.012,0.002,3.34,0.21,148,25,Parreira Dairy
S01000,37.867614,-121.035209,37.867614,-121.035209,ang20170618t173515-B,ang20170618t173515,6/18/17,17:35:15,DAF000576,dairy/manure,3A2 Manure Management,0.004,0.001,2.02,0.14,27,7,Wagner Dairy
S01001,37.850553,-121.112993,37.850553,-121.112993,ang20170618t175130-A,ang20170618t175130,6/18/17,17:51:30,DAF000869,dairy/manure,3A2 Manure Management,0.013,0.004,1.78,0.33,84,28,Vander Schaff Dairy
SLF013,37.185268,-121.66388,37.185268,-121.66388,ang20170618t200113-A,ang20170618t200113,6/18/17,20:01:13,LNF000343,landfill,4A1 Managed Waste Disposal Sites,0.039,0.011,1.4,0.68,196,111,Kirby Canyon Recycl. & Disp. Facility
SLF013,37.185268,-121.66388,37.185268,-121.66388,ang20170618t201101-C,ang20170618t201101,6/18/17,20:11:01,LNF000343,landfill,4A1 Managed Waste Disposal Sites,0.004,0.002,1.4,0.68,20,13,Kirby Canyon Recycl. & Disp. Facility
S01007,37.073418,-120.39228,37.073418,-120.39228,ang20170618t223820-A,ang20170618t223820,6/18/17,22:38:20,DAF000050,dairy/manure,3A2 Manure Management,0.008,0.002,1.41,0.46,42,18,Unknown agricultural soil/compost - El Nido
S01008,37.058513,-120.491404,37.058513,-120.491404,ang20170618t230731-A,ang20170618t230731,6/18/17,23:07:31,DAF000880,dairy/manure,3A2 Manure Management,0.033,0.013,2.49,0.28,294,125,Vlot Dairy & Heifer Ranch
S01009,36.045093,-119.456122,36.045093,-119.456122,ang20170618t235257-A,ang20170618t235257,6/18/17,23:52:57,DAF000121,dairy/manure,3A2 Manure Management,0.026,0.009,4.88,0.27,462,162,Bosman Dairy
S01010,35.186715,-119.103241,35.186715,-119.103241,ang20170620t162400-A,ang20170620t162400,6/20/17,16:24:00,DAF000803,dairy/manure,3A2 Manure Management,0.046,0.011,0.75,0.39,,,T & W Farms Dairy
S01011,35.18741,-119.113516,35.18741,-119.113516,ang20170620t162400-B,ang20170620t162400,6/20/17,16:24:00,DAF000891,dairy/manure,3A2 Manure Management,0.046,0.01,0.75,0.39,,,Western Sky Dairy
S01011,35.18741,-119.113516,35.18741,-119.113516,ang20170620t163015-A,ang20170620t163015,6/20/17,16:30:15,DAF000891,dairy/manure,3A2 Manure Management,0.025,0.006,0.88,0.25,,,Western Sky Dairy
S01011,35.18741,-119.113516,35.18741,-119.113516,ang20170926t220655-C,ang20170926t220655,9/26/17,22:06:55,DAF000891,dairy/manure,3A2 Manure Management,0.026,0.008,2.45,0.16,230,72,Western Sky Dairy
S01012,35.187087,-119.117954,35.187087,-119.117954,ang20170620t163015-B,ang20170620t163015,6/20/17,16:30:15,DAF000891,dairy/manure,3A2 Manure Management,0.045,0.008,0.88,0.25,,,Western Sky Dairy
S01013,35.213363,-119.186058,35.213363,-119.186058,ang20170620t163015-D,ang20170620t163015,6/20/17,16:30:15,DAF000649,dairy/manure,3A2 Manure Management,0.011,0.006,0.88,0.25,,,Newhouse Dairy
S01014,35.177648,-119.124897,35.177648,-119.124897,ang20170620t163615-A,ang20170620t163615,6/20/17,16:36:15,DAF000891,dairy/manure,3A2 Manure Management,0.021,0.014,1.06,0.68,82,75,Carlos Echeverria & Sons Dairy
S01017,35.268488,-119.382265,35.268488,-119.382265,ang20170620t164237-B,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas pumpjack,1B2 Oil & Natural Gas,0.018,0.009,1.18,0.81,75,63,Elk Hills Oil & Gas Field
S01018,35.26743,-119.408629,35.26743,-119.408629,ang20170620t164237-C,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas pumpjack,1B2 Oil & Natural Gas,0.018,0.004,1.18,0.81,77,55,Elk Hills Oil & Gas Field
S01019,35.278664,-119.456848,35.278664,-119.456848,ang20170620t164237-D,ang20170620t164237,6/20/17,16:42:37,LNF000456,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.011,0.003,1.18,0.81,47,35,Elk Hills Oil & Gas Field
S01022,35.29517,-119.528032,35.29517,-119.528032,ang20170620t164237-L,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas gathering line,1B2 Oil & Natural Gas,0.008,0.002,1.18,0.81,36,26,Elk Hills Oil & Gas Field
S01023,35.30059,-119.543821,35.30059,-119.543821,ang20170620t164237-N,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.014,0,1.18,0.81,59,41,Elk Hills Oil & Gas Field
S01024,35.305499,-119.565424,35.305499,-119.565424,ang20170620t164237-O,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.025,0.005,1.18,0.81,106,76,Elk Hills Oil & Gas Field
S01025,35.282436,-119.506192,35.282436,-119.506192,ang20170620t165600-F,ang20170620t165600,6/20/17,16:56:00,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.006,0.002,1.18,0.81,27,20,Elk Hills Oil & Gas Field
S01026,35.286408,-119.510296,35.286408,-119.510296,ang20170620t165600-G,ang20170620t165600,6/20/17,16:56:00,FLD000140,oil/gas compressor,1B2 Oil & Natural Gas,0.007,0.001,1.18,0.81,30,21,Elk Hills Oil & Gas Field
S01027,35.279335,-119.437311,35.279335,-119.437311,ang20170620t170002-A,ang20170620t170002,6/20/17,17:00:02,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.006,0.001,2.03,0.94,47,22,Elk Hills Oil & Gas Field
SLF027,37.761412,-121.726523,37.761412,-121.726523,ang20170620t193453-A,ang20170620t193453,6/20/17,19:34:53,LNF000675,landfill,4A1 Managed Waste Disposal Sites,0.013,0.002,2.17,0.59,105,33,Vasco Road Sanitary Landfill
SLF027,37.761412,-121.726523,37.761412,-121.726523,ang20170620t194520-F,ang20170620t194520,6/20/17,19:45:20,LNF000675,landfill,4A1 Managed Waste Disposal Sites,0.024,0.001,2.1,0.72,183,63,Vasco Road Sanitary Landfill
SLF008,37.499661,-122.409307,37.499661,-122.409307,ang20170618t184938-C,ang20170618t184938,6/18/17,18:49:38,LNF000182,landfill,4A1 Managed Waste Disposal Sites,0.108,0.056,1.49,0.39,581,338,Corinda Los Trancos Landfill
SLF008,37.500635,-122.411883,37.500635,-122.411883,ang20170618t184938-D,ang20170618t184938,6/18/17,18:49:38,LNF000182,landfill,4A1 Managed Waste Disposal Sites,0.075,0.016,1.49,0.39,404,136,Corinda Los Trancos Landfill
S01034,35.476921,-119.372748,35.476921,-119.372748,ang20171113t214656-A,ang20171113t214656,11/13/17,21:46:56,DAF000280,dairy/manure,3A2 Manure Management,0.017,0.005,1.04,0.17,62,21,Faial Farms 2 Dairy
SLF021,35.492085,-119.375904,35.492085,-119.375904,ang20171113t214656-B,ang20171113t214656,11/13/17,21:46:56,DAF000068,dairy/manure,3A2 Manure Management,0.012,0.001,1.04,0.17,44,8,Aukeman Dairy
S01036,35.204594,-119.197846,35.204594,-119.197846,ang20171113t212445-A,ang20171113t212445,11/13/17,21:24:45,DAF000839,dairy/manure,3A2 Manure Management,0.037,0.005,2.01,0.13,266,38,Trilogy Dairy
S01037,35.215543,-119.204947,35.215543,-119.204947,ang20171113t212445-B,ang20171113t212445,11/13/17,21:24:45,DAF000523,dairy/manure,3A2 Manure Management,0.09,0.017,2.01,0.13,653,130,Lakeview Dairy
S01038,35.21535,-119.212943,35.21535,-119.212943,ang20171113t212445-C,ang20171113t212445,11/13/17,21:24:45,DAF000681,dairy/manure,3A2 Manure Management,0.059,0.019,2.01,0.13,424,142,Palla Rosa Farm BV Dairy
S01039,35.201439,-119.051943,35.201439,-119.051943,ang20171010t195237-A,ang20171010t195237,10/10/17,19:52:37,DAF000422,dairy/manure,3A2 Manure Management,0.025,0.007,2.35,0.39,213,67,Bear Mountain Dairy
S01039,35.201439,-119.051943,35.201439,-119.051943,ang20171113t210409-A,ang20171113t210409,11/13/17,21:04:09,DAF000422,dairy/manure,3A2 Manure Management,0.021,0.006,2.55,0.11,190,52,Bear Mountain Dairy
S01040,35.246298,-119.141452,35.246298,-119.141452,ang20171113t210409-B,ang20171113t210409,11/13/17,21:04:09,DAF000608,dairy/manure,3A2 Manure Management,0.038,0.006,2.55,0.11,,,MC Moo Farms Dairy
S01041,35.286135,-119.140566,35.286135,-119.140566,ang20171113t184215-A,ang20171113t184215,11/13/17,18:42:15,DAF000663,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.104,0.049,1.71,0.18,643,307,Canfield Ranch Oil & Gas Field
S01041,35.286135,-119.140566,35.286135,-119.140566,ang20171113t205334-A,ang20171113t205334,11/13/17,20:53:34,DAF000663,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.071,0.019,2.22,0.14,569,155,Canfield Ranch Oil & Gas Field
S01042,35.479057,-119.446978,35.479057,-119.446978,ang20171113t204118-A,ang20171113t204118,11/13/17,20:41:18,DAF000604,dairy/manure,3A2 Manure Management,0.021,0.006,1.56,0.12,117,33,Maya Dairy
S01043,35.493986,-119.450399,35.493986,-119.450399,ang20171113t204118-B,ang20171113t204118,11/13/17,20:41:18,DAF000604,dairy/manure,3A2 Manure Management,0.027,0.008,1.56,0.12,,,Unknown dairy 15
S01044,35.451666,-119.376495,35.451666,-119.376495,ang20171113t202553-A,ang20171113t202553,11/13/17,20:25:53,DAF000815,dairy/manure,3A2 Manure Management,0.011,0.004,1.54,0.06,,,Tjaarda Dairy
